ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Text_ID,Sentence_Number,Language_ID,OTC_ID,LGR_Conformance,Abbreviations
even1260a-A15-1,ammu inɟeːni ineŋin bihin.,amm-u	inɟeː-ni	ineŋi-n	bi-hi-n,father-PX.1SG	to.rest-PRS.PTCP	day-PX.3SG	be-PST-3SG,It was my father's day of rest.,A15,1,even1260,even1260a,WORD_ALIGNED,"{""PX"": ""Possessive suffix"", ""SG"": ""Singular"", ""PRS"": ""Present"", ""PTCP"": ""Participle"", ""PST"": ""Past""}"
even1260a-A15-2,"ɟe taraβ ineŋiβ, meːne əniken dessir ianami hərgelde, ʨaːmaku itnemi hərgelde gərbə oːdni.",ɟe	tara-β	ineŋi-β	meːne	ə-niken	dessi-r	ia-na-mi	hər-gelde	ʨaːmak-u	it-ne-mi	hər-gelde	gərbə	oː-d-ni,PTL.Y	DIST-ACC	day-ACC	simply.Y	NEG-SS.SIM1	lie-NEG.CVB	FLR-AM-SS.COND	go-HORT.PL	tarbagan-ACC	see-AM-SS.COND	go-HORT.PL	name	become-NFUT-3SG,"Well, that day we decided to go look for tarbagans, in order not to lie around like that.",A15,2,even1260,even1260a,WORD_ALIGNED,"{""PTL"": ""Particle"", ""DIST"": ""Distal demonstrative"", ""ACC"": ""Accusative"", ""NEG"": ""Negative; by itself: Negative auxiliary"", ""SS"": ""Same-subject converb"", ""SIM"": ""Simultaneous (converb)"", ""CVB"": ""Converb"", ""FLR"": ""Filler"", ""AM"": ""Associated Motion"", ""COND"": ""Conditional-Temporal (converb)"", ""HORT"": ""Hortative"", ""PL"": ""Plural"", ""NFUT"": ""Non-future"", ""SG"": ""Singular""}"
even1260a-A15-3,"ammu bollaɣina egɟenɲun nuŋalkan, karabin gərbə nuŋalkan.",amm-u	bollaɣina	egɟen=ɲun	nuŋa-lkan	karabin	gərbə	nuŋa-lkan,father-PX.1SG	DP.Y	big=RESTR	gun-PROP	carbine.R	name	gun-PROP,"But my father only had a big gun, a carbine (rifle).",A15,3,even1260,even1260a,WORD_ALIGNED,"{""PX"": ""Possessive suffix"", ""SG"": ""Singular"", ""DP"": ""Discourse particle"", ""RESTR"": ""Restrictive"", ""PROP"": ""Proprietive""}"
even1260a-A15-4,"tar ʨaːmaku oːn karabinat nəmkədeːr nəkteŋet oːdni, otton meːne na vsjakij slučaj gɵːniken gaʨaːɟir.",tar	ʨaːmak-u	oːn	karabina-t	nəmkə-deːr	nək-teŋe-t	oː-d-ni	otton	meːne	{na\_vsjakij\_slučaj}	gɵːniken	ga-ʨaːɟi-r,DIST	tarbagan-ACC	how	carbine.R-INS	shoot-VS.PURP.PRFL.PL	do-REM.PTCP-1PL	become-NFUT-3SG	DP.Y	simply.Y	just.in.case.R	say.PTL	take-PRES-3PL,"How did we plan to shoot those tarbagans with a big gun, probably they took it along just in case.",A15,4,even1260,even1260a,WORD_ALIGNED,"{""DIST"": ""Distal demonstrative"", ""ACC"": ""Accusative"", ""INS"": ""Instrumental"", ""VS"": ""Variable-subject converb"", ""PURP"": ""Purposive"", ""PRFL"": ""Reflexive possessive"", ""PL"": ""Plural"", ""REM"": ""Remote"", ""PTCP"": ""Participle"", ""NFUT"": ""Non-future"", ""SG"": ""Singular"", ""DP"": ""Discourse particle"", ""PTL"": ""Particle"", ""PRES"": ""Presumptive""}"
even1260a-A15-5,"kulejdeːnemi hərrit, gə, iak ʨaːmakda aʨʨa bihin yryʨyn tarakam.",kulejdeː-ne-mi	hər-ri-t	gə	iak	ʨaːmak=da	aʨʨa	bi-hi-n	yryʨyn	tarakam,go.for.walk.Y-AM-SS.COND	go-PST-1PL	DP	what	tarbagan=ADD	NEG.EXIST	be-PST-3SG	it.seems	at.that.time,"Well, we went for a walk, there weren't even any tarbagans around then, it seems.",A15,5,even1260,even1260a,WORD_ALIGNED,"{""AM"": ""Associated Motion"", ""SS"": ""Same-subject converb"", ""COND"": ""Conditional-Temporal (converb)"", ""PST"": ""Past"", ""PL"": ""Plural"", ""DP"": ""Discourse particle"", ""ADD"": ""Additive"", ""NEG"": ""Negative; by itself: Negative auxiliary"", ""EXIST"": ""Existential"", ""SG"": ""Singular""}"
even1260a-A15-6,"hərrep diβniɟur, biː, ammu, nɵːβu, ejmu oːnikan.",hər-re-p	diβ-ni-ɟur	biː	amm-u	nɵː-βu	ejm-u	oː-nikan,go-NFUT-1PL	four-COLL-INS.PRFL.PL	1SG	father-PX.1SG	younger.sib-PX.1SG	mother-PX.1SG	become-SS.SIM1,"We went the four of us, me, my father, my younger brother, my mother.",A15,6,even1260,even1260a,WORD_ALIGNED,"{""NFUT"": ""Non-future"", ""PL"": ""Plural"", ""COLL"": ""Collective"", ""INS"": ""Instrumental"", ""PRFL"": ""Reflexive possessive"", ""SG"": ""Singular"", ""PX"": ""Possessive suffix"", ""SS"": ""Same-subject converb"", ""SIM"": ""Simultaneous (converb)""}"
even1260a-A15-7,"ibgakie urekʨeɲɟeβ ojʨirap, nɵːʨel delbi tutəneddep tali ebinteken, iaβgol nəkeddep.",ibga-kie	urekʨe-ɲɟe-β	ojʨi-ra-p	nɵː-ʨel	delbi	tutə-ne-d-de-p	ta-li	ebi-nteken	ia-β=gol	nəke-d-de-p,good-INTS	high.mountain-AUG.DEF-ACC	ascend-NFUT-1PL	younger.sib-COM(KIN)	very.Y	run-MULT-PROG-NFUT-1PL	DIST-PROL	play-SS.MULT	what-ACC=INDEF	do-PROG-NFUT-1PL,"We climbed up the mountain very well, my brother and I were running playing, we were doing something.",A15,7,even1260,even1260a,WORD_ALIGNED,"{""INTS"": ""Intensive"", ""AUG"": ""Augmentative"", ""DEF"": ""Definite"", ""ACC"": ""Accusative"", ""NFUT"": ""Non-future"", ""PL"": ""Plural"", ""COM"": ""Comitative"", ""MULT"": ""Multiplicative"", ""PROG"": ""Progressive"", ""DIST"": ""Distal demonstrative"", ""PROL"": ""Prolative"", ""SS"": ""Same-subject converb"", ""INDEF"": ""Indefinite""}"
even1260a-A15-8,"egɟemejel bihep, əhepde ebidde otton, iaβgol nəkniken girkaβaʨaddap delbi, tutəneddep igin, delbi girkaβaʨaddap, tara ialin hejelin.",egɟe-meje-l	bi-he-p	ə-he-p=de	ebi-d-de	otton	ia-β=gol	nək-niken	girka-βaʨa-d-da-p	delbi	tutə-ne-d-de-p	igin	delbi	girka-βaʨa-d-da-p	tara	ia-li-n	heje-li-n,big-AUG.INDEF-PL	be-NFUT-1PL	NEG-NFUT-1PL=ADD	play-PROG-NEG.CVB	DP.Y	what-ACC=INDEF	do-SS.SIM1	walk-ITER-PROG-NFUT-1PL	very.Y	run-MULT-PROG-NFUT-1PL	etc.Y	very.Y	walk-ITER-PROG-NFUT-1PL	DIST	FLR-PROL-PX.3SG	peak-PROL-PX.3SG,"We were already big, so we probably didn't play, we were doing something, walking around along that mountain peak.'\footnote{Here, Ija Krivoshapkina realized in mid-sentence that she and her brother were already big, 12, 13 years old and probably weren't playing anymore.",A15,8,even1260,even1260a,WORD_ALIGNED,"{""AUG"": ""Augmentative"", ""INDEF"": ""Indefinite"", ""PL"": ""Plural"", ""NFUT"": ""Non-future"", ""NEG"": ""Negative; by itself: Negative auxiliary"", ""ADD"": ""Additive"", ""PROG"": ""Progressive"", ""CVB"": ""Converb"", ""DP"": ""Discourse particle"", ""ACC"": ""Accusative"", ""SS"": ""Same-subject converb"", ""SIM"": ""Simultaneous (converb)"", ""ITER"": ""Iterative (aspect)"", ""MULT"": ""Multiplicative"", ""DIST"": ""Distal demonstrative"", ""FLR"": ""Filler"", ""PROL"": ""Prolative"", ""PX"": ""Possessive suffix"", ""SG"": ""Singular""}"
even1260a-A15-9,ɵmneken tarit ajukaja olukaːdu ammu gɵːnni,ɵm-neken	tarit	ajukaja	olukaːdu	amm-u	gɵː-n-ni,one-ITER.ADV	then	suddenly.Y	unexpectedly	father-PX.1SG	say-NFUT-3SG,Then suddenly my father unexpectedly said:,A15,9,even1260,even1260a,WORD_ALIGNED,"{""ITER"": ""Iterative (aspect)"", ""ADV"": ""Adverb"", ""PX"": ""Possessive suffix"", ""SG"": ""Singular"", ""NFUT"": ""Non-future""}"
even1260a-A15-10,"əɟilde, hagara, əɟilde iar, dessihilde gɵːnni.",ə-ɟilde	hagar-a	ə-ɟilde	ia-r	dessi-hi-lde	gɵː-n-ni,NEG-IMP.PL	be.noisy-EXCL.PTCP	NEG-IMP.PL	FLR-NEG.CVB	lie-TAM1-IMP.PL	say-NFUT-3SG,"{``}Don't, (you're) too noisy, don't whatchamacallit, lie down!'' he said.",A15,10,even1260,even1260a,WORD_ALIGNED,"{""NEG"": ""Negative; by itself: Negative auxiliary"", ""IMP"": ""Imperative"", ""PL"": ""Plural"", ""EXCL"": ""Exclusive"", ""PTCP"": ""Participle"", ""FLR"": ""Filler"", ""CVB"": ""Converb"", ""TAM"": ""Polysemous TAM marker"", ""NFUT"": ""Non-future"", ""SG"": ""Singular""}"
even1260a-A15-11,dessihnep.,dessi-h-ne-p,lie-TAM1-NFUT-1PL,We lay down.,A15,11,even1260,even1260a,WORD_ALIGNED,"{""TAM"": ""Polysemous TAM marker"", ""NFUT"": ""Non-future"", ""PL"": ""Plural""}"
even1260a-A15-12,"iʨelde gɵːŋnen, hergile iʨelde gɵːŋnen.",iʨe-lde	gɵː-ŋne-n	hergi-le	iʨe-lde	gɵː-ŋne-n,see-IMP.PL	say-HAB-3SG	bottom-LOC	see-IMP.PL	say-HAB-3SG,"{``}Look'', he says, ``look down'', he says.",A15,12,even1260,even1260a,WORD_ALIGNED,"{""IMP"": ""Imperative"", ""PL"": ""Plural"", ""HAB"": ""Habitual"", ""SG"": ""Singular"", ""LOC"": ""Locative""}"
even1260a-A15-13,"iaβda əhem itkerer biː, iak, iak bihni gɵːmi mendeʨessiβrem mendeʨessiβrem.",ia-β=da	ə-he-m	it-kere-r	biː	iak	iak	bi-h-ni	gɵːmi	mende-ʨe-ssi-βre-m	mende-ʨe-ssi-βre-m,what-ACC=ADD	NEG-NFUT-1SG	see-HAB-NEG.CVB	1SG	what	what	be-NFUT-3SG	say.PTL	search-TAM2-CONAT-HAB-1SG	search-TAM2-CONAT-HAB-1SG,"I can't see anything, what is there?, I search and search.",A15,13,even1260,even1260a,WORD_ALIGNED,"{""ACC"": ""Accusative"", ""ADD"": ""Additive"", ""NEG"": ""Negative; by itself: Negative auxiliary"", ""NFUT"": ""Non-future"", ""SG"": ""Singular"", ""HAB"": ""Habitual"", ""CVB"": ""Converb"", ""PTL"": ""Particle"", ""TAM"": ""Polysemous TAM marker"", ""CONAT"": ""Conative""}"
even1260a-A15-14,"tar ajukaja itteku, ɟɵːr anaŋmajal togaʨadda, ujamkamajal, anaŋmajal togaʨadda.",tar	ajukaja	it-tek-u	ɟɵːr	anaŋ-maja-l	toga-ʨa-d-da	ujamka-maja-l	anaŋ-maja-l	toga-ʨa-d-da,DIST	suddenly.Y	see-DS.COND-1SG	two	ram-AUG.INDEF-PL	lie.down(of.animals)-TAM2-PROG-NFUT	snow.sheep-AUG.INDEF-PL	ram-AUG.INDEF-PL	lie.down(of.animals)-TAM2-PROG-NFUT,"Then suddenly I see, two big Siberian bighorn rams are lying, two big snow sheep, big rams, are lying.",A15,14,even1260,even1260a,WORD_ALIGNED,"{""DIST"": ""Distal demonstrative"", ""DS"": ""Different-subject converb"", ""COND"": ""Conditional-Temporal (converb)"", ""SG"": ""Singular"", ""AUG"": ""Augmentative"", ""INDEF"": ""Indefinite"", ""PL"": ""Plural"", ""TAM"": ""Polysemous TAM marker"", ""PROG"": ""Progressive"", ""NFUT"": ""Non-future""}"
even1260a-A15-15,ələkəs ittem tarbaʨan iaduk ʨugastuk anaŋu.,ələkəs	it-te-m	tarbaʨan	ia-duk	ʨugas-tuk	anaŋ-u,at.first	see-NFUT-1SG	DIST.QUAL	FLR-ABL	near.Y-ABL	ram-ACC,"For the first time I saw snow sheep so close.'\footnote{They were lying about 50m away -- which is very rare, since snow sheep are extremely shy animals.",A15,15,even1260,even1260a,WORD_ALIGNED,"{""NFUT"": ""Non-future"", ""SG"": ""Singular"", ""DIST"": ""Distal demonstrative"", ""QUAL"": ""Qualitative"", ""FLR"": ""Filler"", ""ABL"": ""Ablative"", ""ACC"": ""Accusative""}"
even1260a-A15-16,delbi mianam.,delbi	mia-na-m,very.Y	be.surprised-NFUT-1SG,I was very much surprised.,A15,16,even1260,even1260a,WORD_ALIGNED,"{""NFUT"": ""Non-future"", ""SG"": ""Singular""}"
even1260a-A15-17,"ammu otton karabiɲɟaj iajdaga, nugahajdagadiː.",amm-u	otton	karabi-ɲɟa-j	ia-j-daga	nuga-ha-j-daga=diː,father-PX.1SG	DP.Y	carbine.R-AUG.DEF-PRFL.SG	FLR-CONN-ASSERT.3SG.Y	take.out-TAM1-CONN-ASSERT.3SG.Y=EMPH.Y,Of course my father took out his gun.,A15,17,even1260,even1260a,WORD_ALIGNED,"{""PX"": ""Possessive suffix"", ""SG"": ""Singular"", ""DP"": ""Discourse particle"", ""AUG"": ""Augmentative"", ""DEF"": ""Definite"", ""PRFL"": ""Reflexive possessive"", ""FLR"": ""Filler"", ""CONN"": ""Connective glide"", ""ASSERT"": ""Assertive mood"", ""TAM"": ""Polysemous TAM marker"", ""EMPH"": ""Emphatic""}"
even1260a-A15-18,"nugahniɟi ɟɵːrikeːmutnen maːkattin, keːnterekeːmin nəmkərin.",nuga-h-niɟi	ɟɵː-ri-keː-mu-tnen	maː-kat-ti-n	keːntere-keːmi-n	nəmkə-ri-n,take.out-TAM1-SS.ANT.SG	two-COLL-DIM-ACC-PX.3PL	kill-MULT-PST-3SG	torso-DIRECTLY-PX.3SG	shoot-PST-3SG,"Having taken out (his gun), he shot them both, shot them right into their bodies.",A15,18,even1260,even1260a,WORD_ALIGNED,"{""TAM"": ""Polysemous TAM marker"", ""SS"": ""Same-subject converb"", ""ANT"": ""Anterior (converb)"", ""SG"": ""Singular"", ""COLL"": ""Collective"", ""DIM"": ""Diminutive "", ""ACC"": ""Accusative"", ""PX"": ""Possessive suffix"", ""PL"": ""Plural"", ""MULT"": ""Multiplicative"", ""PST"": ""Past""}"
even1260a-A15-19,tara,tara,DP,There.,A15,19,even1260,even1260a,WORD_ALIGNED,"{""DP"": ""Discourse particle""}"
even1260a-A15-20,"hɵkɵhniɟur atallap, delbi ɵrelderep, iaɲɟan, gɵdɵmɵken ihmeben ammu ɟəbukenni, iahalbanda ɟəptit yryʨyn.",hɵkɵh-niɟur	atal-la-p	delbi	ɵrelde-re-p	ia-ɲɟa-n	gɵdɵmɵke-n	ihme-be-n	amm-u	ɟəb-uken-ni	iahal-ba-n=da	ɟəp-ti-t	yryʨyn,jump.down-SS.ANT.PL	to.skin-NFUT-1PL	very.Y	be.happy-NFUT-1PL	FLR-AUG.DEF-PX.3SG	back.of.head-PX.3SG	fat-ACC-PX.3SG	father-PX.1SG	eat-CAUS-3SG	eyes-ACC-PX.3SG=ADD	eat-PST-1PL	it.seems,"We jumped down and skinned (them), we were very happy, my father let us eat some of the fat from the back of the head, and it seems we even ate the eyes.'\footnote{There is a big layer of fat at the back of a snow sheep's head, and that is chewed raw ``like chewing gum'', still warm. The eyes are gouged out and eaten raw.",A15,20,even1260,even1260a,WORD_ALIGNED,"{""SS"": ""Same-subject converb"", ""ANT"": ""Anterior (converb)"", ""PL"": ""Plural"", ""NFUT"": ""Non-future"", ""FLR"": ""Filler"", ""AUG"": ""Augmentative"", ""DEF"": ""Definite"", ""PX"": ""Possessive suffix"", ""SG"": ""Singular"", ""ACC"": ""Accusative"", ""CAUS"": ""Causative"", ""ADD"": ""Additive"", ""PST"": ""Past""}"
even1260a-A15-21,delbi ɵrelderep.,delbi	ɵrelde-re-p,very.Y	be.happy-NFUT-1PL,We were very happy.,A15,21,even1260,even1260a,WORD_ALIGNED,"{""NFUT"": ""Non-future"", ""PL"": ""Plural""}"
even1260a-A15-22,"otton oːn meːnɟur iaɟip bəjət iaɟip taraβ həruɟip uldəβen, urgekie bollaɣa, gɵːli.",otton	oːn	meːn-ɟur	ia-ɟi-p	bəjə-t	ia-ɟi-p	tara-β	hər-u-ɟi-p	uldə-βe-n	urge-kie	bollaɣa	gɵːli,DP.Y	how	REFL-INS.PRFL.PL	FLR-FUT-1PL	self-PX.1PL	FLR-FUT-1PL	DIST-ACC	go-VAL-FUT-1PL	meat-ACC-PX.3SG	heavy-INTS	AFF.Y	TAG,"How can we carry that away by ourselves, that meat, it's very heavy of course, right.",A15,22,even1260,even1260a,WORD_ALIGNED,"{""DP"": ""Discourse particle"", ""REFL"": ""Reflexive pronoun"", ""INS"": ""Instrumental"", ""PRFL"": ""Reflexive possessive"", ""PL"": ""Plural"", ""FLR"": ""Filler"", ""FUT"": ""Future"", ""PX"": ""Possessive suffix"", ""DIST"": ""Distal demonstrative"", ""ACC"": ""Accusative"", ""VAL"": ""Valency-change"", ""SG"": ""Singular"", ""INTS"": ""Intensive"", ""AFF"": ""Affirmative"", ""TAG"": ""Tag question""}"
even1260a-A15-23,"iaβan ʨalmiβanɲun hərugelde gərbə oːdni, doːβan, tar haːkman, miaβman igin hərugelde gərbə oːdni.",ia-βa-n	ʨalmi-βa-n=ɲun	hər-u-gelde	gərbə	oː-d-ni	doː-βa-n	tar	haːk-ma-n	miaβ-ma-n	igin	hər-u-gelde	gərbə	oː-d-ni,FLR-ACC-PX.3SG	intestines-ACC-PX.3SG=RESTR	go-VAL-HORT.PL	name	become-NFUT-3SG	inside-ACC-PX.3SG	DIST	liver-ACC-PX.3SG	heart-ACC-PX.3SG	etc.Y	go-VAL-HORT.PL	name	become-NFUT-3SG,"We decided to take only the intestines, the liver, the heart.",A15,23,even1260,even1260a,WORD_ALIGNED,"{""FLR"": ""Filler"", ""ACC"": ""Accusative"", ""PX"": ""Possessive suffix"", ""SG"": ""Singular"", ""RESTR"": ""Restrictive"", ""VAL"": ""Valency-change"", ""HORT"": ""Hortative"", ""PL"": ""Plural"", ""NFUT"": ""Non-future"", ""DIST"": ""Distal demonstrative""}"
even1260a-A15-24,"urgekie biβreʨe ebit tar ian, ʨalminda ianda.",urge-kie	bi-βre-ʨe	ebit	tar	ia-n	ʨalmi-n=da	ia-n=da,heavy-INTS	be-HAB-NAR.PST	INDIR.Y	DIST	FLR-PX.3SG	intestines-PX.3SG=ADD	GEN.EXT-PX.3SG=ADD,"They're very heavy it turns out, intestines and such.",A15,24,even1260,even1260a,WORD_ALIGNED,"{""INTS"": ""Intensive"", ""HAB"": ""Habitual"", ""NAR"": ""Narrative"", ""PST"": ""Past"", ""INDIR"": ""Indirective (particle)"", ""DIST"": ""Distal demonstrative"", ""FLR"": ""Filler"", ""PX"": ""Possessive suffix"", ""SG"": ""Singular"", ""ADD"": ""Additive"", ""GEN"": ""Genitive"", ""EXT"": ""Extender""}"
even1260a-A15-25,ɟiŋ nehiːle ɟuːlaːr balakkalaːr ihrap.,ɟiŋ	nehiːle	ɟuː-laːr	balakka-laːr	ih-ra-p,indeed.Y	barely.Y	house-LOC.PRFL.PL	tent.R-LOC.PRFL.PL	reach-NFUT-1PL,We barely made it back home to our tent.,A15,25,even1260,even1260a,WORD_ALIGNED,"{""LOC"": ""Locative"", ""PRFL"": ""Reflexive possessive"", ""PL"": ""Plural"", ""NFUT"": ""Non-future""}"
even1260a-A15-26,"ineŋ hərrit, ɲɵlten bihiŋin, dolbu voobše, haːtaraladdakan, dolbuda əhni bihe, ɟapkandugu ujundugu ihrit.",ineŋ	hər-ri-t	ɲɵlten	bi-hiŋi-n	dolbu	voobše	haːtara-la-d-daka-n	dolbu=da	ə-h-ni	bi-he	ɟapkan-du=gu	ujun-du=gu	ih-ri-t,during.day	go-PST-1PL	sun	be-VS.TEMP-3SG	night	in.general.R	be.dark-INCH-PROG-DS.COND-3SG	night=ADD	NEG-NFUT-3SG	be-NEG.CVB	eight-DAT.ESS=DUB	nine-DAT.ESS=DUB	reach-PST-1PL,"We left in the day, when there was sun, and we returned at night, when it was getting dark, it wasn't night, we returned at eight or nine.",A15,26,even1260,even1260a,WORD_ALIGNED,"{""PST"": ""Past"", ""PL"": ""Plural"", ""VS"": ""Variable-subject converb"", ""TEMP"": ""Temporal (converb)"", ""SG"": ""Singular"", ""INCH"": ""Inchoative"", ""PROG"": ""Progressive"", ""DS"": ""Different-subject converb"", ""COND"": ""Conditional-Temporal (converb)"", ""ADD"": ""Additive"", ""NEG"": ""Negative; by itself: Negative auxiliary"", ""NFUT"": ""Non-future"", ""CVB"": ""Converb"", ""DAT"": ""Dative"", ""ESS"": ""Essive"", ""DUB"": ""Dubitative""}"
even1260a-A15-27,"daldakie iaβ ʨalmiβ irirep, dolbaniŋman taraŋur ɟəptep.",dalda-kie	ia-β	ʨalmi-β	iri-re-p	dolbani-ŋ-ma-n	tara-ŋ-ur	ɟəp-te-p,tasty-INTS	FLR-ACC	intestines-ACC	to.cook-NFUT-1PL	night-POSS-ACC-PX.3SG	DIST-POSS-PRFL.PL	eat-NFUT-1PL,"We cooked those intestines very tastily, and ate them right before the night.",A15,27,even1260,even1260a,WORD_ALIGNED,"{""INTS"": ""Intensive"", ""FLR"": ""Filler"", ""ACC"": ""Accusative"", ""NFUT"": ""Non-future"", ""PL"": ""Plural"", ""POSS"": ""Non-canonical possession"", ""PX"": ""Possessive suffix"", ""SG"": ""Singular"", ""DIST"": ""Distal demonstrative"", ""PRFL"": ""Reflexive possessive""}"
even1260a-A15-28,"ol ihin teːmi ahi bujuseːktu keɲeli gərbə iak aɟit əhni bihe ebit, ahi biheken naoborot ibga biβreʨe yryʨyn gɵːniken ɟomkakkararam.",{ol\_ihin}	teːmi	ahi	bujus-eːk-tu	keɲeli	gərbə	iak	aɟit	ə-h-ni	bi-he	ebit	ahi	bi-heke-n	naoborot	ibga	bi-βre-ʨe	yryʨyn	gɵːniken	ɟomkak-kara-ra-m,therefore.Y	therefore	woman	to.hunt-NR-DAT.ESS	bad	name	FLR	truth	NEG-NFUT-3SG	be-NEG.CVB	INDIR.Y	woman	be-DS.COND-3SG	on.the.contrary.R	good	be-HAB-NAR.PST	it.seems	say.PTL	think-HAB-NFUT-1SG,"Therefore I think that it's not true that it's bad when a woman is (present) at a hunt, on the contrary, it can be good.",A15,28,even1260,even1260a,WORD_ALIGNED,"{""NR"": ""Nominalizer"", ""DAT"": ""Dative"", ""ESS"": ""Essive"", ""FLR"": ""Filler"", ""NEG"": ""Negative; by itself: Negative auxiliary"", ""NFUT"": ""Non-future"", ""SG"": ""Singular"", ""CVB"": ""Converb"", ""INDIR"": ""Indirective (particle)"", ""DS"": ""Different-subject converb"", ""COND"": ""Conditional-Temporal (converb)"", ""HAB"": ""Habitual"", ""NAR"": ""Narrative"", ""PST"": ""Past"", ""PTL"": ""Particle""}"
even1260a-A15-29,iakta mehejen aʨʨa biβreʨe.,iak=ta	meheje-n	aʨʨa	bi-βre-ʨe,what=ADD	interference.Y-PX.3SG	NEG.EXIST	be-HAB-NAR.PST,It doesn't interfere at all.,A15,29,even1260,even1260a,WORD_ALIGNED,"{""ADD"": ""Additive"", ""PX"": ""Possessive suffix"", ""SG"": ""Singular"", ""NEG"": ""Negative; by itself: Negative auxiliary"", ""EXIST"": ""Existential"", ""HAB"": ""Habitual"", ""NAR"": ""Narrative"", ""PST"": ""Past""}"
even1260a-A15-30,tar Kuːnikit gərbə tɵːrle biʨe.,tar	Kuːnikit	gərbə	tɵːr-le	bi-ʨe,DIST	TOPO	name	place-LOC	be-NAR.PST,That was in the place called Kunikit.,A15,30,even1260,even1260a,WORD_ALIGNED,"{""DIST"": ""Distal demonstrative"", ""TOPO"": ""Toponym"", ""LOC"": ""Locative"", ""NAR"": ""Narrative"", ""PST"": ""Past""}"
even1260a-A15-31,"ibgakie tɵːrelken stada bihin, tar nadi stada.",ibga-kie	tɵːre-lken	stado	bi-hi-n	tar	nad-i	stado,good-INTS	place-PROP	herd.R	be-PST-3SG	DIST	seven-ORD	herd.R,That seventh reindeer brigade had very good territory.,A15,31,even1260,even1260a,WORD_ALIGNED,"{""INTS"": ""Intensive"", ""PROP"": ""Proprietive"", ""PST"": ""Past"", ""SG"": ""Singular"", ""DIST"": ""Distal demonstrative"", ""ORD"": ""Ordinal""}"
even1260a-A15-32,tiːkde tala biβeʨehmem.,tiːk=de	ta-la	bi-βeʨe-hme-m,now=ADD	DIST-LOC	be-ITER-DES.NFUT-1SG,Even now I would like to go there.,A15,32,even1260,even1260a,WORD_ALIGNED,"{""ADD"": ""Additive"", ""DIST"": ""Distal demonstrative"", ""LOC"": ""Locative"", ""ITER"": ""Iterative (aspect)"", ""DES"": ""Desiderative"", ""NFUT"": ""Non-future"", ""SG"": ""Singular""}"
even1260a-A15-33,"oːkkol biβetʨimtu, gɵ.",oːk=kol	bi-βet-ʨi-m=tu	gɵ,when=INDEF	be-ITER-FUT-1SG=PRES	DP,"Well, I'll probably go sometime.",A15,33,even1260,even1260a,WORD_ALIGNED,"{""INDEF"": ""Indefinite"", ""ITER"": ""Iterative (aspect)"", ""FUT"": ""Future"", ""SG"": ""Singular"", ""PRES"": ""Presumptive"", ""DP"": ""Discourse particle""}"
even1260a-A15-34,Tara.,tara,DP,That's it.,A15,34,even1260,even1260a,WORD_ALIGNED,"{""DP"": ""Discourse particle""}"
even1260a-A2-1,"biː omolgoβ Kirill tikiʨa ujun ɲama ujun miar tunŋadu baldarin, omolgoβu.",biː	omolgo-β	Kirill	tikiʨa	ujun	ɲama	ujun	mia-r	tunŋa-du	balda-ri-n	omolgo-βu,1SG	boy-PX.1SG	PN	thousand.R	nine	hundred	nine	ten-PL	five-DAT.ESS	be.born-PST-3SG	boy-PX.1SG,My son Kirill was born in 1995.,A2,1,even1260,even1260a,WORD_ALIGNED,"{""SG"": ""Singular"", ""PX"": ""Possessive suffix"", ""PN"": ""Proper noun"", ""PL"": ""Plural"", ""DAT"": ""Dative"", ""ESS"": ""Essive"", ""PST"": ""Past""}"
even1260a-A2-2,"ələ koratla baldarin, srazu tala bileːkleβur hərrit, Sebeːndule.",ə-lə	korat-la	balda-ri-n	srazu	ta-la	bileːk-le-βur	hər-ri-t	Sebeːn-dule,PROX-LOC	town.R-LOC	be.born-PST-3SG	at.once.R	DIST-LOC	territory-LOC-PRFL.PL	go-PST-1PL	TOPO-LOC,"He was born here in town, we immediately went there to our village, to Sebjan.",A2,2,even1260,even1260a,WORD_ALIGNED,"{""PROX"": ""Proximal (demonstrative)"", ""LOC"": ""Locative"", ""PST"": ""Past"", ""SG"": ""Singular"", ""DIST"": ""Distal demonstrative"", ""PRFL"": ""Reflexive possessive"", ""PL"": ""Plural"", ""TOPO"": ""Toponym""}"
even1260a-A2-3,"tarit ɵmen anŋanin oːʨalan, irildu stadala srazu ɲulgehnit.",tarit	ɵmen	anŋani-n	oː-ʨa-la-n	irildu	stado-la	srazu	ɲulge-h-ni-t,then	one	year-PX.3SG	become-PST.PTCP-LOC-3SG	summer	herd.R-LOC	at.once.R	migrate-TAM1-PST-1PL,"Then when he turned one, in summer we immediately left for the herd.",A2,3,even1260,even1260a,WORD_ALIGNED,"{""PX"": ""Possessive suffix"", ""SG"": ""Singular"", ""PST"": ""Past"", ""PTCP"": ""Participle"", ""LOC"": ""Locative"", ""TAM"": ""Polysemous TAM marker"", ""PL"": ""Plural""}"
